table_source,pts_prelevement_original,pts_prelevement_normalise,occurrence,exemples
staging.raw_idp_2024_src_pollution_globale,AVAL REJET INDUSTRIEL MERJA,aval rejet industriel merja,1,AVAL REJET INDUSTRIEL MERJA
staging.raw_idp_2024_src_pollution_globale,AVAL REJET MOULAY DRISS ZARHOUN,aval rejet moulay driss zarhoun,1,AVAL REJET MOULAY DRISS ZARHOUN
staging.raw_idp_2024_src_pollution_globale,AVAL REJET MOULAY YAACOUB,aval rejet moulay yaacoub,1,AVAL REJET MOULAY YAACOUB
staging.raw_idp_2024_src_pollution_globale,AVAL REJET SEFROU,aval rejet sefrou,1,AVAL REJET SEFROU
staging.raw_idp_2024_src_pollution_globale,AVAL SIDI SLIMANE,aval sidi slimane,1,AVAL SIDI SLIMANE
staging.raw_idp_2024_src_pollution_globale,AVAL SOUK ELAHAD CHEBANATE,aval souk elahad chebanate,1,AVAL SOUK ELAHAD CHEBANATE
staging.raw_idp_2024_src_pollution_globale,Aval STEP (Aval Conf. Chaaba avec Oued Tiflet),aval step aval conf chaaba avec oued tiflet,1,Aval STEP (Aval Conf. Chaaba avec Oued Tiflet)
staging.raw_idp_2024_src_pollution_globale,AVAL STEP AZROU,aval step azrou,1,AVAL STEP AZROU
staging.raw_idp_2024_src_pollution_globale,AVAL STEP EL HAJEB,aval step el hajeb,1,AVAL STEP EL HAJEB
staging.raw_idp_2024_src_pollution_globale,AVAL STEP IFRANE,aval step ifrane,1,AVAL STEP IFRANE
staging.raw_idp_2024_src_pollution_globale,Aval STEP Khémisset ,aval step khemisset,1,Aval STEP Khémisset 
staging.raw_idp_2024_src_pollution_globale,AVAL STEP OUED AMLIL,aval step oued amlil,1,AVAL STEP OUED AMLIL
staging.raw_idp_2024_src_pollution_globale,Aval STEP Taounate,aval step taounate,1,Aval STEP Taounate
staging.raw_idp_2024_src_pollution_globale,AVAL VILLAGE AIT SIBERNE,aval village ait siberne,1,AVAL VILLAGE AIT SIBERNE
staging.raw_idp_2024_src_pollution_globale,AVAL VILLAGE BNI AMMART,aval village bni ammart,1,AVAL VILLAGE BNI AMMART
staging.raw_idp_2024_src_pollution_globale,Aval Village Galaz,aval village galaz,1,Aval Village Galaz
staging.raw_idp_2024_src_pollution_globale,AZR_PDOM1_R1,azr pdom1 r1,1,AZR_PDOM1_R1
staging.raw_idp_2024_src_pollution_globale,AZZABA,azzaba,1,AZZABA
staging.raw_idp_2024_src_pollution_globale,BA_DOM_R1,ba dom r1,1,BA_DOM_R1
staging.raw_idp_2024_src_pollution_globale,BBR_PDS_R4  (E.M),bbr pds r4 e m,1,BBR_PDS_R4  (E.M)
staging.raw_idp_2024_src_pollution_globale,BBT_PDS_R3 (E.M),bbt pds r3 e m,1,BBT_PDS_R3 (E.M)
staging.raw_idp_2024_src_pollution_globale,BF_DOM_R1,bf dom r1,1,BF_DOM_R1
staging.raw_idp_2024_src_pollution_globale,BFK_PDOM1_R1 (EM),bfk pdom1 r1 em,1,BFK_PDOM1_R1 (EM)
staging.raw_idp_2024_src_pollution_globale,BHD_PDS_R2,bhd pds r2,1,BHD_PDS_R2
staging.raw_idp_2024_src_pollution_globale,BHL_DOM_PE1 (PUITS),bhl dom pe1 puits,1,BHL_DOM_PE1 (PUITS)
staging.raw_idp_2024_src_pollution_globale,BMR_DOM_PE1 (Forage CHELIK Arbi),bmr dom pe1 forage chelik arbi,1,BMR_DOM_PE1 (Forage CHELIK Arbi)
staging.raw_idp_2024_src_pollution_globale,BSM_PDOM1_R2 (EM),bsm pdom1 r2 em,1,BSM_PDOM1_R2 (EM)
staging.raw_idp_2024_src_pollution_globale,CHG_DEC_PE1 (EL HOUD),chg dec pe1 el houd,1,CHG_DEC_PE1 (EL HOUD)
staging.raw_idp_2024_src_pollution_globale,CHQ_DOM_R1,chq dom r1,1,CHQ_DOM_R1
staging.raw_idp_2024_src_pollution_globale,CHQ_DOM_R2,chq dom r2,1,CHQ_DOM_R2
staging.raw_idp_2024_src_pollution_globale,DBA_DOM1_R1,dba dom1 r1,1,DBA_DOM1_R1
staging.raw_idp_2024_src_pollution_globale,DDZ_PDOM1_R1,ddz pdom1 r1,1,DDZ_PDOM1_R1
staging.raw_idp_2024_src_pollution_globale,GHF_PDE_P1,ghf pde p1,1,GHF_PDE_P1
staging.raw_idp_2024_src_pollution_globale,GHF_PDE_P1 (PUITS MRIZIEK),ghf pde p1 puits mriziek,1,GHF_PDE_P1 (PUITS MRIZIEK)
staging.raw_idp_2024_src_pollution_globale,GIG_DECH_PE1 (Puits LOUPARIS),gig dech pe1 puits louparis,1,GIG_DECH_PE1 (Puits LOUPARIS)
staging.raw_idp_2024_src_pollution_globale,HFT_DOM_R2,hft dom r2,1,HFT_DOM_R2
staging.raw_idp_2024_src_pollution_globale,HFT_DOM_R3,hft dom r3,1,HFT_DOM_R3
staging.raw_idp_2024_src_pollution_globale,HJB_DECH_PE1 (COOPERATIVE SIDI EL ALI),hjb dech pe1 cooperative sidi el ali,1,HJB_DECH_PE1 (COOPERATIVE SIDI EL ALI)
staging.raw_idp_2024_src_pollution_globale,HJB_DECH_PE2 (COOPERATIVE ANNAKHLA),hjb dech pe2 cooperative annakhla,1,HJB_DECH_PE2 (COOPERATIVE ANNAKHLA)
staging.raw_idp_2024_src_pollution_globale,HJB_PDOM1_PE1 (COOPERATIVE AIT NAAMANE),hjb pdom1 pe1 cooperative ait naamane,1,HJB_PDOM1_PE1 (COOPERATIVE AIT NAAMANE)
staging.raw_idp_2024_src_pollution_globale,IMK_DEC_PE1 (AMHAOUCHE ISMAIL),imk dec pe1 amhaouche ismail,1,IMK_DEC_PE1 (AMHAOUCHE ISMAIL)
staging.raw_idp_2024_src_pollution_globale,IMK_DOM_R3,imk dom r3,1,IMK_DOM_R3
staging.raw_idp_2024_src_pollution_globale,IMM_DECH_PE1 (FORAGE ONEE-BO),imm dech pe1 forage onee bo,1,IMM_DECH_PE1 (FORAGE ONEE-BO)
staging.raw_idp_2024_src_pollution_globale,JEM_DOM_R1,jem dom r1,1,JEM_DOM_R1
staging.raw_idp_2024_src_pollution_globale,JEM_DOM_R3,jem dom r3,1,JEM_DOM_R3
staging.raw_idp_2024_src_pollution_globale,KRB_PDE_P1,krb pde p1,1,KRB_PDE_P1
staging.raw_idp_2024_src_pollution_globale,KSN_DOM_R1,ksn dom r1,1,KSN_DOM_R1
staging.raw_idp_2024_src_pollution_globale,LMJ_DOM_R2,lmj dom r2,1,LMJ_DOM_R2
staging.raw_idp_2024_src_pollution_globale,LOD_DOM_R1,lod dom r1,1,LOD_DOM_R1
staging.raw_idp_2024_src_pollution_globale,LOJ_DOM_R1,loj dom r1,1,LOJ_DOM_R1
staging.raw_idp_2024_src_pollution_globale,M_DECH_PE1 (FORAGE IRE 2153/15),m dech pe1 forage ire 2153 15,1,M_DECH_PE1 (FORAGE IRE 2153/15)
staging.raw_idp_2024_src_pollution_globale,M_DECH_PE3 (Forage IRE 3224/15),m dech pe3 forage ire 3224 15,1,M_DECH_PE3 (Forage IRE 3224/15)
staging.raw_idp_2024_src_pollution_globale,M_DOM_R1,m dom r1,1,M_DOM_R1
staging.raw_idp_2024_src_pollution_globale,MBC_DOM_R1,mbc dom r1,1,MBC_DOM_R1
staging.raw_idp_2024_src_pollution_globale,MBK_DEC_PE1 (Forage Ferme ZIANI Bel Arbi),mbk dec pe1 forage ferme ziani bel arbi,1,MBK_DEC_PE1 (Forage Ferme ZIANI Bel Arbi)
staging.raw_idp_2024_src_pollution_globale,MBK_DOM_PE1 (Forage Belaje),mbk dom pe1 forage belaje,1,MBK_DOM_PE1 (Forage Belaje)
staging.raw_idp_2024_src_pollution_globale,MBK_DOM_R3,mbk dom r3,1,MBK_DOM_R3
staging.raw_idp_2024_src_pollution_globale,MBK_DOM_R4,mbk dom r4,1,MBK_DOM_R4
staging.raw_idp_2024_src_pollution_globale,MBK_DOM_R5,mbk dom r5,1,MBK_DOM_R5
staging.raw_idp_2024_src_pollution_globale,MBK_DOM_R6,mbk dom r6,1,MBK_DOM_R6
staging.raw_idp_2024_src_pollution_globale,MDZ_PDOM1_PE1 ,mdz pdom1 pe1,1,MDZ_PDOM1_PE1 
staging.raw_idp_2024_src_pollution_globale,MERJA FOUARATE,merja fouarate,1,MERJA FOUARATE
staging.raw_idp_2024_src_pollution_globale,MGH_PDOM1_R1,mgh pdom1 r1,1,MGH_PDOM1_R1
staging.raw_idp_2024_src_pollution_globale,MHA_PDOM1_R2,mha pdom1 r2,1,MHA_PDOM1_R2
staging.raw_idp_2024_src_pollution_globale,MHD_DOM1_BILADI_R1,mhd dom1 biladi r1,1,MHD_DOM1_BILADI_R1
staging.raw_idp_2024_src_pollution_globale,MKS_DOM_R1,mks dom r1,1,MKS_DOM_R1
staging.raw_idp_2024_src_pollution_globale,MKS_DOM_R2,mks dom r2,1,MKS_DOM_R2
staging.raw_idp_2024_src_pollution_globale,MNZ_DOM_R10  (E.M),mnz dom r10 e m,1,MNZ_DOM_R10  (E.M)
staging.raw_idp_2024_src_pollution_globale,MOG_DOM_R1,mog dom r1,1,MOG_DOM_R1
staging.raw_idp_2024_src_pollution_globale,MOKR_PDOM_R1,mokr pdom r1,1,MOKR_PDOM_R1
staging.raw_idp_2024_src_pollution_globale,MSA_DOM1,msa dom1,1,MSA_DOM1
staging.raw_idp_2024_src_pollution_globale,MTA_PDOM_R4,mta pdom r4,1,MTA_PDOM_R4
staging.raw_idp_2024_src_pollution_globale,NBA_PDOM1_R1,nba pdom1 r1,1,NBA_PDOM1_R1
staging.raw_idp_2024_src_pollution_globale,OA_DOM_R3,oa dom r3,1,OA_DOM_R3
staging.raw_idp_2024_src_pollution_globale,OHN_DOM_R1,ohn dom r1,1,OHN_DOM_R1
staging.raw_idp_2024_src_pollution_globale,OMN_DOM_R2,omn dom r2,1,OMN_DOM_R2
staging.raw_idp_2024_src_pollution_globale,ORG_DOM_R2,org dom r2,1,ORG_DOM_R2
staging.raw_idp_2024_src_pollution_globale,OZ_DECH_R1,oz dech r1,1,OZ_DECH_R1
staging.raw_idp_2024_src_pollution_globale,PA AVAL STEP MHAYA,pa aval step mhaya,1,PA AVAL STEP MHAYA
staging.raw_idp_2024_src_pollution_globale,PA Aval Village Tigrigra,pa aval village tigrigra,1,PA Aval Village Tigrigra
staging.raw_idp_2024_src_pollution_globale,PA SIDI MOKHFI,pa sidi mokhfi,1,PA SIDI MOKHFI
staging.raw_idp_2024_src_pollution_globale,PONT RS 302,pont rs 302,1,PONT RS 302
staging.raw_idp_2024_src_pollution_globale,PT. O. BEHT AVAL BIORISINE,pt o beht aval biorisine,1,PT. O. BEHT AVAL BIORISINE
staging.raw_idp_2024_src_pollution_globale,R-KRB_PDE_P2,r krb pde p2,1,R-KRB_PDE_P2
staging.raw_idp_2024_src_pollution_globale,RAT_DOM_PE1 (TAIBI HASSAN),rat dom pe1 taibi hassan,1,RAT_DOM_PE1 (TAIBI HASSAN)
staging.raw_idp_2024_src_pollution_globale,RAT_DOM_R1,rat dom r1,1,RAT_DOM_R1
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR AGOURAI,rejet abattoir agourai,1,REJET ABATTOIR AGOURAI
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR BAB MARZOUKA ,rejet abattoir bab marzouka,1,REJET ABATTOIR BAB MARZOUKA 
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR BNI FTAH,rejet abattoir bni ftah,1,REJET ABATTOIR BNI FTAH
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR GALDMANE,rejet abattoir galdmane,1,REJET ABATTOIR GALDMANE
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR GUIGOU,rejet abattoir guigou,1,REJET ABATTOIR GUIGOU
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR MASMOUDA,rejet abattoir masmouda,1,REJET ABATTOIR MASMOUDA
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR MATMATA,rejet abattoir matmata,1,REJET ABATTOIR MATMATA
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR MOQRISSET ,rejet abattoir moqrisset,1,REJET ABATTOIR MOQRISSET 
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR MOULAY DRISS ZRHOUN ,rejet abattoir moulay driss zrhoun,1,REJET ABATTOIR MOULAY DRISS ZRHOUN 
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR OUED AMLIL ,rejet abattoir oued amlil,1,REJET ABATTOIR OUED AMLIL 
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR OULED ZBAIR,rejet abattoir ouled zbair,1,REJET ABATTOIR OULED ZBAIR
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR SIDI BOUSBER,rejet abattoir sidi bousber,1,REJET ABATTOIR SIDI BOUSBER
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR SIDI REDOUANE,rejet abattoir sidi redouane,1,REJET ABATTOIR SIDI REDOUANE
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR SIDI SIDI BOUKNADEL,rejet abattoir sidi sidi bouknadel,1,REJET ABATTOIR SIDI SIDI BOUKNADEL
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR SKOURA MDAZ,rejet abattoir skoura mdaz,1,REJET ABATTOIR SKOURA MDAZ
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR TAHLA,rejet abattoir tahla,1,REJET ABATTOIR TAHLA
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR TAOUNATE,rejet abattoir taounate,1,REJET ABATTOIR TAOUNATE
staging.raw_idp_2024_src_pollution_globale,REJET ABATTOIR ZOUMI ,rejet abattoir zoumi,1,REJET ABATTOIR ZOUMI 
staging.raw_idp_2024_src_pollution_globale,REJET BOULEMANE (EM),rejet boulemane em,1,REJET BOULEMANE (EM)
staging.raw_idp_2024_src_pollution_globale,Rejet Industriel (SMK),rejet industriel smk,1,Rejet Industriel (SMK)
staging.raw_idp_2024_src_pollution_globale,REJET MERJA FOUARATE AIN SEBAA,rejet merja fouarate ain sebaa,1,REJET MERJA FOUARATE AIN SEBAA
staging.raw_idp_2024_src_pollution_globale,REJET R1 EM (R1: SHZ-DOM2-R1),rejet r1 em r1 shz dom2 r1,1,REJET R1 EM (R1: SHZ-DOM2-R1)
staging.raw_idp_2024_src_pollution_globale,REJET R1 EP (R1: SHZ-DOM2-R1),rejet r1 ep r1 shz dom2 r1,1,REJET R1 EP (R1: SHZ-DOM2-R1)
staging.raw_idp_2024_src_pollution_globale,REJET R11 EM (R11: NTR-DOM-R1),rejet r11 em r11 ntr dom r1,1,REJET R11 EM (R11: NTR-DOM-R1)
staging.raw_idp_2024_src_pollution_globale,REJET R11 EP (R11: NTR-DOM-R1),rejet r11 ep r11 ntr dom r1,1,REJET R11 EP (R11: NTR-DOM-R1)
staging.raw_idp_2024_src_pollution_globale,REJET R2 (R2: SHZ-DOM2-R2),rejet r2 r2 shz dom2 r2,1,REJET R2 (R2: SHZ-DOM2-R2)
staging.raw_idp_2024_src_pollution_globale,REJET R2 EM  (R2: SHZ-DOM2-R2),rejet r2 em r2 shz dom2 r2,1,REJET R2 EM  (R2: SHZ-DOM2-R2)
staging.raw_idp_2024_src_pollution_globale,REJET R2 EP  (R2: SHZ-DOM2-R2),rejet r2 ep r2 shz dom2 r2,1,REJET R2 EP  (R2: SHZ-DOM2-R2)
staging.raw_idp_2024_src_pollution_globale,REJET R3  (R3: SHZ-DOM1-R1),rejet r3 r3 shz dom1 r1,1,REJET R3  (R3: SHZ-DOM1-R1)
staging.raw_idp_2024_src_pollution_globale,REJET R3 EM  (R3: SHZ-DOM1-R1),rejet r3 em r3 shz dom1 r1,1,REJET R3 EM  (R3: SHZ-DOM1-R1)
staging.raw_idp_2024_src_pollution_globale,REJET R3 EP  (R3: SHZ-DOM1-R1),rejet r3 ep r3 shz dom1 r1,1,REJET R3 EP  (R3: SHZ-DOM1-R1)
staging.raw_idp_2024_src_pollution_globale,REJET R4 EM (R4: SHZ-DOM3-R2),rejet r4 em r4 shz dom3 r2,1,REJET R4 EM (R4: SHZ-DOM3-R2)
staging.raw_idp_2024_src_pollution_globale,REJET R4 EP (R4: SHZ-DOM3-R2),rejet r4 ep r4 shz dom3 r2,1,REJET R4 EP (R4: SHZ-DOM3-R2)
staging.raw_idp_2024_src_pollution_globale,REJET R5 (R5: LOD-DOM-R2),rejet r5 r5 lod dom r2,1,REJET R5 (R5: LOD-DOM-R2)
staging.raw_idp_2024_src_pollution_globale,REJET R5 EM (R5: LOD-DOM-R2),rejet r5 em r5 lod dom r2,1,REJET R5 EM (R5: LOD-DOM-R2)
staging.raw_idp_2024_src_pollution_globale,REJET R5 EP (R5: LOD-DOM-R2),rejet r5 ep r5 lod dom r2,1,REJET R5 EP (R5: LOD-DOM-R2)
staging.raw_idp_2024_src_pollution_globale,REJET R6 EM  (R6: ORG-DOM-R3),rejet r6 em r6 org dom r3,1,REJET R6 EM  (R6: ORG-DOM-R3)
staging.raw_idp_2024_src_pollution_globale,REJET R6 EP  (R6: ORG-DOM-R3),rejet r6 ep r6 org dom r3,1,REJET R6 EP  (R6: ORG-DOM-R3)
staging.raw_idp_2024_src_pollution_globale,REJET R7 (R7: JEM-DOM-R2),rejet r7 r7 jem dom r2,1,REJET R7 (R7: JEM-DOM-R2)
staging.raw_idp_2024_src_pollution_globale,REJET R7 EM  (R7: JEM-DOM-R2),rejet r7 em r7 jem dom r2,1,REJET R7 EM  (R7: JEM-DOM-R2)
staging.raw_idp_2024_src_pollution_globale,REJET R7 EP  (R7: JEM-DOM-R2),rejet r7 ep r7 jem dom r2,1,REJET R7 EP  (R7: JEM-DOM-R2)
staging.raw_idp_2024_src_pollution_globale,REJET R8 EM (R8: LMJ-DOM-R1),rejet r8 em r8 lmj dom r1,1,REJET R8 EM (R8: LMJ-DOM-R1)
staging.raw_idp_2024_src_pollution_globale,REJET R8 EP (R8: LMJ-DOM-R1),rejet r8 ep r8 lmj dom r1,1,REJET R8 EP (R8: LMJ-DOM-R1)
staging.raw_idp_2024_src_pollution_globale,REJET R9 EM (R9: TRL-DOM-R1),rejet r9 em r9 trl dom r1,1,REJET R9 EM (R9: TRL-DOM-R1)
staging.raw_idp_2024_src_pollution_globale,REJET R9 EP (R9: TRL-DOM-R1),rejet r9 ep r9 trl dom r1,1,REJET R9 EP (R9: TRL-DOM-R1)
staging.raw_idp_2024_src_pollution_globale,REJET STEP TIFLET,rejet step tiflet,1,REJET STEP TIFLET
staging.raw_idp_2024_src_pollution_globale,RG_AIS_1,rg ais 1,1,RG_AIS_1
staging.raw_idp_2024_src_pollution_globale,RG_TFL_1,rg tfl 1,1,RG_TFL_1
staging.raw_idp_2024_src_pollution_globale,RZI_DEC_PE1 (Puits Fouad ELBRINI),rzi dec pe1 puits fouad elbrini,1,RZI_DEC_PE1 (Puits Fouad ELBRINI)
staging.raw_idp_2024_src_pollution_globale,S1 (Aval_conf_Rejet_MOG (Mograne),s1 aval conf rejet mog mograne,1,S1 (Aval_conf_Rejet_MOG (Mograne)
staging.raw_idp_2024_src_pollution_globale,S10 (Aval douar Zehair (sidi kamel),s10 aval douar zehair sidi kamel,1,S10 (Aval douar Zehair (sidi kamel)
staging.raw_idp_2024_src_pollution_globale,S11 (Amont Fermes Agricole sidi kamel,s11 amont fermes agricole sidi kamel,1,S11 (Amont Fermes Agricole sidi kamel
staging.raw_idp_2024_src_pollution_globale,S12 (Aval_Conf_Rejet_MBK_R4 (Mechraa Bel Ksiri),s12 aval conf rejet mbk r4 mechraa bel ksiri,1,S12 (Aval_Conf_Rejet_MBK_R4 (Mechraa Bel Ksiri)
staging.raw_idp_2024_src_pollution_globale,S13 (Aval_Conf_Rejet_MBK (Mechraa Bel Ksiri),s13 aval conf rejet mbk mechraa bel ksiri,1,S13 (Aval_Conf_Rejet_MBK (Mechraa Bel Ksiri)
staging.raw_idp_2024_src_pollution_globale,S14 (Aval_Conf_Rejet_HFT (Al Haouafate),s14 aval conf rejet hft al haouafate,1,S14 (Aval_Conf_Rejet_HFT (Al Haouafate)
staging.raw_idp_2024_src_pollution_globale,S15 (Aval_Conf_Sebou_ Ouagha (Dour El Kbara),s15 aval conf sebou ouagha dour el kbara,1,S15 (Aval_Conf_Sebou_ Ouagha (Dour El Kbara)
staging.raw_idp_2024_src_pollution_globale,S16 (Aval_Conf_Rejet_KHN (Khnichet),s16 aval conf rejet khn khnichet,1,S16 (Aval_Conf_Rejet_KHN (Khnichet)
staging.raw_idp_2024_src_pollution_globale,S18 (Aval Sidi Daoud),s18 aval sidi daoud,1,S18 (Aval Sidi Daoud)
staging.raw_idp_2024_src_pollution_globale,S2 (Barrage de garde),s2 barrage de garde,1,S2 (Barrage de garde)
staging.raw_idp_2024_src_pollution_globale,S20 (Aval STEP Fes),s20 aval step fes,1,S20 (Aval STEP Fes)
staging.raw_idp_2024_src_pollution_globale,S21 (Aval_conf_Leban_ Inaoun,s21 aval conf leban inaoun,1,S21 (Aval_conf_Leban_ Inaoun
staging.raw_idp_2024_src_pollution_globale,S22 (Aval_conf_Sebou_ Inaoun),s22 aval conf sebou inaoun,1,S22 (Aval_conf_Sebou_ Inaoun)
staging.raw_idp_2024_src_pollution_globale,S23 (Aval_Conf_Rejet_JEM (Jorf el MALHA ),s23 aval conf rejet jem jorf el malha,1,S23 (Aval_Conf_Rejet_JEM (Jorf el MALHA )
staging.raw_idp_2024_src_pollution_globale,S24 (Douar Chorf laghouazi),s24 douar chorf laghouazi,1,S24 (Douar Chorf laghouazi)
staging.raw_idp_2024_src_pollution_globale,S25 (Aval_Conf_Rejet_LMJ (Lamjaara),s25 aval conf rejet lmj lamjaara,1,S25 (Aval_Conf_Rejet_LMJ (Lamjaara)
staging.raw_idp_2024_src_pollution_globale,S26 (Aval_Conf_Rejet_MKS (Mkansa),s26 aval conf rejet mks mkansa,1,S26 (Aval_Conf_Rejet_MKS (Mkansa)
staging.raw_idp_2024_src_pollution_globale,S27 (Aval_Conf_Rejet_LOD (Louadaine),s27 aval conf rejet lod louadaine,1,S27 (Aval_Conf_Rejet_LOD (Louadaine)
staging.raw_idp_2024_src_pollution_globale,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),s28 aval conf rejet org ouartzagh,1,S28 (Aval_Conf_Rejet_ORG (Ouartzagh)
staging.raw_idp_2024_src_pollution_globale,S29 (Aval_Conf_Rejet_Douar Ouled Jrir,s29 aval conf rejet douar ouled jrir,1,S29 (Aval_Conf_Rejet_Douar Ouled Jrir
staging.raw_idp_2024_src_pollution_globale,S3 (Station Pompage Ferme (Amont Bge de garde),s3 station pompage ferme amont bge de garde,1,S3 (Station Pompage Ferme (Amont Bge de garde)
staging.raw_idp_2024_src_pollution_globale,S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem),s30 aval conf rejet shz sidi harazem,1,S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem)
staging.raw_idp_2024_src_pollution_globale,S31 (Aval_Conf_Rejet_LOJ (Loulja),s31 aval conf rejet loj loulja,1,S31 (Aval_Conf_Rejet_LOJ (Loulja)
staging.raw_idp_2024_src_pollution_globale,S4 (Amont station pompage ferme),s4 amont station pompage ferme,1,S4 (Amont station pompage ferme)
staging.raw_idp_2024_src_pollution_globale,S5 (Aval ancien rejet sotrameg),s5 aval ancien rejet sotrameg,1,S5 (Aval ancien rejet sotrameg)
staging.raw_idp_2024_src_pollution_globale,S6 (Amont ancien rejet sotrameg),s6 amont ancien rejet sotrameg,1,S6 (Amont ancien rejet sotrameg)
staging.raw_idp_2024_src_pollution_globale,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),s7 aval conf rejet sat sidi allal tazi,1,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi)
staging.raw_idp_2024_src_pollution_globale,S8 (Aval Ferme Agricole sidi kamel),s8 aval ferme agricole sidi kamel,1,S8 (Aval Ferme Agricole sidi kamel)
staging.raw_idp_2024_src_pollution_globale,S9 (Aval douar el fokra (sidi kamel),s9 aval douar el fokra sidi kamel,1,S9 (Aval douar el fokra (sidi kamel)
staging.raw_idp_2024_src_pollution_globale,SAH_DOM1_R1,sah dom1 r1,1,SAH_DOM1_R1
staging.raw_idp_2024_src_pollution_globale,SAT_DEC_PE1 (Puits youness CHOUA),sat dec pe1 puits youness choua,1,SAT_DEC_PE1 (Puits youness CHOUA)
staging.raw_idp_2024_src_pollution_globale,SAT_DOM_R2,sat dom r2,1,SAT_DOM_R2
staging.raw_idp_2024_src_pollution_globale,SAZ_DOM_R1,saz dom r1,1,SAZ_DOM_R1
staging.raw_idp_2024_src_pollution_globale,SAZ_DOM_R2,saz dom r2,1,SAZ_DOM_R2
staging.raw_idp_2024_src_pollution_globale,SBA_DOM1_R1 (EM),sba dom1 r1 em,1,SBA_DOM1_R1 (EM)
staging.raw_idp_2024_src_pollution_globale,SDK_DOM1_R2,sdk dom1 r2,1,SDK_DOM1_R2
staging.raw_idp_2024_src_pollution_globale,SDR_PDOM_R1,sdr pdom r1,1,SDR_PDOM_R1
staging.raw_idp_2024_src_pollution_globale,SDS_DOM1_R11,sds dom1 r11,1,SDS_DOM1_R11
staging.raw_idp_2024_src_pollution_globale,SDS_DOM1_R3,sds dom1 r3,1,SDS_DOM1_R3
staging.raw_idp_2024_src_pollution_globale,SEF_PDOM_R3 (E.M),sef pdom r3 e m,1,SEF_PDOM_R3 (E.M)
staging.raw_idp_2024_src_pollution_globale,SHZ_DOM2_PE1 (Source Skhinate (Nakhla),shz dom2 pe1 source skhinate nakhla,1,SHZ_DOM2_PE1 (Source Skhinate (Nakhla)
staging.raw_idp_2024_src_pollution_globale,SHZ_DOM2_PE2 (Source Barda),shz dom2 pe2 source barda,1,SHZ_DOM2_PE2 (Source Barda)
staging.raw_idp_2024_src_pollution_globale,SHZ_DOM2_R3,shz dom2 r3,1,SHZ_DOM2_R3
staging.raw_idp_2024_src_pollution_globale,SHZ_DOM2_R4,shz dom2 r4,1,SHZ_DOM2_R4
staging.raw_idp_2024_src_pollution_globale,SHZ_DOM2_R5,shz dom2 r5,1,SHZ_DOM2_R5
staging.raw_idp_2024_src_pollution_globale,SHZ_DOM3_R1,shz dom3 r1,1,SHZ_DOM3_R1
staging.raw_idp_2024_src_pollution_globale,SHZ_DOM5_R1,shz dom5 r1,1,SHZ_DOM5_R1
staging.raw_idp_2024_src_pollution_globale,SJH_DOM1_R1 (EM),sjh dom1 r1 em,1,SJH_DOM1_R1 (EM)
staging.raw_idp_2024_src_pollution_globale,SMK_PDOM1_R2,smk pdom1 r2,1,SMK_PDOM1_R2
staging.raw_idp_2024_src_pollution_globale,SOURCE AMMES DECHQUONDA (BHL_PDOM_PE1),source ammes dechquonda bhl pdom pe1,1,SOURCE AMMES DECHQUONDA (BHL_PDOM_PE1)
staging.raw_idp_2024_src_pollution_globale,STATION BAB MARZOUKA,station bab marzouka,1,STATION BAB MARZOUKA
staging.raw_idp_2024_src_pollution_globale,Station EL kouchet,station el kouchet,1,Station EL kouchet
staging.raw_idp_2024_src_pollution_globale,Station Hajria,station hajria,1,Station Hajria
staging.raw_idp_2024_src_pollution_globale,TAHLA_DECH_PE1 (FORAGE IRE 1/509),tahla dech pe1 forage ire 1 509,1,TAHLA_DECH_PE1 (FORAGE IRE 1/509)
staging.raw_idp_2024_src_pollution_globale,TAM_PDS_R1,tam pds r1,1,TAM_PDS_R1
staging.raw_idp_2024_src_pollution_globale,TAZ_PDOM_R1,taz pdom r1,1,TAZ_PDOM_R1
staging.raw_idp_2024_src_pollution_globale,TAZ_PDOM_R5 (E.M),taz pdom r5 e m,1,TAZ_PDOM_R5 (E.M)
