id_decision,parametre_observe,nom_standard_metier,variantes_associees,unite_source,unite_metier,unite_abh,source_table,colonne_valeur,volume_total,volume_non_null,nb_null,nb_non_numerique,nb_suspect,min_observe,max_observe,plage_abh,plage_biblio,statut_mapping,statut_unite,statut_valeur,statut_migration,action_recommandee,decision_metier,commentaire_metier,reference_biblio_principale
MIG-0140,debit,Debit_m / Debit_jr,,à confirmer,,,mesures_debit_sources,debit,2816,2816,0,0,0,0,18602,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_MISSING,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0141,Debit,Debit_m / Debit_jr,,m³/s,,,mesures_qualite_barrages,val_qual_barr,8,8,0,0,0,4.7E-2,5050,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_UNKNOWN,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0142,Debit,Debit_m / Debit_jr,,m³/s,,,mesures_qualite_nappes,val_qual_nap,5,5,0,0,0,10,519,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_UNKNOWN,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0143,Debit,Debit_m / Debit_jr,,m³/s,,,mesures_qualite_rivieres,val_qual_riv,162,162,0,0,0,4.5999999999999999E-2,4400000,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_UNKNOWN,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0144,Debit,Debit_m / Debit_jr,,m³/s,,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_UNKNOWN,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0145,debit_jr,Debit_m / Debit_jr,,à confirmer,,,mesures_debit_jr,debit_jr,521433,521433,0,0,0,-2,4084.353071,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_MISSING,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0146,debit_l_s,Debit_m / Debit_jr,,L/s,,,rejets_domestiques_abhs,debit_l_s,362,207,155,0,0,0,nan,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_UNKNOWN,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0147,debit_m,Debit_m / Debit_jr,,m,,,mesures_debit_m,debit_m,19316,19316,0,0,0,0,2131.5666219999998,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_UNKNOWN,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0148,Detergent,Detergent,Detergent | Detergent_non_ionique,mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,1,1,0,0,0,0.15,0.15,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0149,Detergent,Detergent,Detergent | Detergent_non_ionique,mg/L,mg/L,,mesures_qualite_nappes,val_qual_nap,1,1,0,0,0,0.59,0.59,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0150,Detergent,Detergent,Detergent | Detergent_non_ionique,mg/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,189,189,0,0,0,0,18.8,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0151,Detergent,Detergent,Detergent | Detergent_non_ionique,mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0152,Detergent_non_ionique,Detergent,Detergent | Detergent_non_ionique,à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,2,2,0,0,0,0,0,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0153,dimension,Dimension,dimension,à confirmer,—,,rejets_domestiques_abhs,dimension,362,197,165,0,0,100,2000,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0154,disqu_secchi,Disque_Secchi,disqu_secchi | Disque_secchi | DisquedeSecchi(m),à confirmer,m,,idp_2024_src_pollution_globale,disqu_secchi,243,9,234,0,0,0.15,0.6,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0155,disqu_secchi,Disque_Secchi,disqu_secchi | Disque_secchi | DisquedeSecchi(m),à confirmer,m,,idp_2024_src_pollution_marche_cadre,disqu_secchi,148,13,135,0,0,0.45,8,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0156,Disque_secchi,Disque_Secchi,disqu_secchi | Disque_secchi | DisquedeSecchi(m),m,m,,mesures_qualite_barrages,val_qual_barr,279,279,0,0,0,0.1,380,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0157,Disque_secchi,Disque_Secchi,disqu_secchi | Disque_secchi | DisquedeSecchi(m),m,m,,mesures_qualite_nappes,val_qual_nap,1,1,0,0,0,0.17,0.17,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0158,Disque_secchi,Disque_Secchi,disqu_secchi | Disque_secchi | DisquedeSecchi(m),m,m,,mesures_qualite_rivieres,val_qual_riv,87,87,0,0,0,0,58.5,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0159,Disque_secchi,Disque_Secchi,disqu_secchi | Disque_secchi | DisquedeSecchi(m),m,m,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0160,DisquedeSecchi(m),Disque_Secchi,disqu_secchi | Disque_secchi | DisquedeSecchi(m),à confirmer,m,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,91,91,0,0,0.01,1.2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0161,dist_pt_eau_foyer_pollut_m,Dist_foyer,dist_pt_eau_foyer_pollut_m,m,m,,points_eau_abhs,dist_pt_eau_foyer_pollut_m,46,28,18,0,0,2,1700,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,HORS_PERIMETRE,REJECT_FROM_MIGRATION,hors périmètre migration des mesures,,,
MIG-0162,eau_ss_terr_niv_statique_m_sol,Eau_ss_terr,eau_ss_terr_niv_statique_m_sol,à confirmer,m,,idp_2024_src_pollution_globale,eau_ss_terr_niv_statique_m_sol,243,11,232,0,0,2.7,12,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0163,Eh,Eh,Eh,mV,mV,,mesures_qualite_barrages,val_qual_barr,6,6,0,0,0,129,801,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0164,Eh,Eh,Eh,mV,mV,,mesures_qualite_nappes,val_qual_nap,3,3,0,0,0,-330,340,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0165,Eh,Eh,Eh,mV,mV,,mesures_qualite_rivieres,val_qual_riv,86,86,0,0,0,0,396,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0166,Eh,Eh,Eh,mV,mV,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0167,F,F-,F | F-(mg/l),à confirmer,mg/L,,mesures_qualite_nappes,val_qual_nap,5,5,0,0,1,1.06,690,référence ABH non disponible,<= 1.5 mg/L,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Chemical fact sheets: Fluoride (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/fluoride-fact-sheet-2022.pdf?download=true&sfvrsn=4b5bc983_2)
MIG-0168,F,F-,F | F-(mg/l),à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,56,56,0,0,1,0,574,référence ABH non disponible,<= 1.5 mg/L,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Chemical fact sheets: Fluoride (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/fluoride-fact-sheet-2022.pdf?download=true&sfvrsn=4b5bc983_2)
MIG-0169,F-(mg/l),F-,F | F-(mg/l),mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,181,22,159,0,0,0.16800000000000001,0.56399999999999995,référence ABH non disponible,<= 1.5 mg/L,MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,OK_WITH_FLAG,migrer avec contrôle standard,,,WHO — Chemical fact sheets: Fluoride (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/fluoride-fact-sheet-2022.pdf?download=true&sfvrsn=4b5bc983_2)
MIG-0170,F_M_mes,FM,FM | F_M_mes,mg/L,,,mesures_qualite_barrages,val_qual_barr,3,3,0,0,0,5.8999999999999997E-2,55.4,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0171,F_M_mes,FM,FM | F_M_mes,mg/L,,,mesures_qualite_nappes,val_qual_nap,1,1,0,0,0,0.161,0.161,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0172,F_M_mes,FM,FM | F_M_mes,mg/L,,,mesures_qualite_rivieres,val_qual_riv,7,7,0,0,0,0,301,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0173,F_M_mes,FM,FM | F_M_mes,mg/L,,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0174,Pb,Pb,Pb | Plomb | Plomb(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,46,46,0,30,1,1.01E-2,4.2200000000000001E-2,référence ABH non disponible,<= 0.01 mg/L,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Chemical fact sheets: Lead (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/lead-fact-sheet-2022.pdf?download=true&sfvrsn=4983142a_2)
MIG-0175,PT,PT,PT | PT  décant. 2h | PT DECANTE | PT(mgP/l) | Phosphore total | Phosphore_Total,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,77,77,0,30,0,5.7000000000000002E-2,14.1,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0176,Fe,Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,186,186,0,0,1,1.9E-2,5.58,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0177,Fe,Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),mg/L,mg/L,,mesures_qualite_nappes,val_qual_nap,689,689,0,0,1,0.01,1908,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0178,Fe,Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),mg/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,300,300,0,0,1,0,3484,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0179,Fe,Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_EXACT,UNIT_OK,VALID,OK_FOR_MIGRATION,migrer sans réserve particulière,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0180,Mn,Mn,Mn | Mn5 | Manganèse(mg/l),mg/L,mg/L,,idp_2024_mesures_qualite_globale,val_qual,73,73,0,29,1,8.3000000000000001E-3,1.099,référence ABH non disponible,<= 0.08 ; frais typiques 0.001-0.2 mg/L,MAPPED_EXACT,UNIT_OK,FLAG_REQUIRED,OK_WITH_FLAG,appliquer règle de parsing + flag,,,WHO — Manganese fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/manganese-fact-sheet-2022.pdf)
MIG-0181,Fe2+,Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,38,38,0,28,1,5.3999999999999999E-2,0.255,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0182,Fer,Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,8,8,0,0,1,2.0400000000000001E-2,0.69930000000000003,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0183,Fer(mg/l),Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,22,160,0,0,0.05,0.26300000000000001,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_BY_METIER_VARIANT,UNIT_OK,SUSPECT_OUTLIER,OK_WITH_FLAG,migrer avec contrôle standard,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0184,Ferdissous(mg/l),Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,180,2,0,0,5.0000000000000001E-3,0.52200000000000002,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_BY_METIER_VARIANT,UNIT_OK,SUSPECT_OUTLIER,OK_WITH_FLAG,migrer avec contrôle standard,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0185,FeT,Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,94,94,0,0,1,2.5000000000000001E-2,2.5,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_BY_METIER_VARIANT,UNIT_OK,SUSPECT_OUTLIER,OK_WITH_FLAG,migrer avec flag,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0186,FeT,Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),mg/L,mg/L,,mesures_qualite_nappes,val_qual_nap,1560,1560,0,0,1,1.4E-2,1181,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_BY_METIER_VARIANT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0187,FeT,Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),mg/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,417,417,0,0,1,0,4452,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_BY_METIER_VARIANT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0188,FeT,Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_BY_METIER_VARIANT,UNIT_OK,VALID,OK_FOR_MIGRATION,migrer sans réserve particulière,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0189,FM,FM,FM | F_M_mes,à confirmer,,,mesures_qualite_barrages,val_qual_barr,1,1,0,0,0,38.4,38.4,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0190,FM,FM,FM | F_M_mes,à confirmer,,,mesures_qualite_rivieres,val_qual_riv,3,3,0,0,0,12.4,298.60000000000002,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0191,FM,FM,FM | F_M_mes,à confirmer,,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0192,Germe_tt_22,Germe_22,Germe_tt_22,à confirmer,UFC/mL,,mesures_qualite_rivieres,val_qual_riv,4,4,0,0,0,0,3400,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0193,Germe_tt_37,Germe_37,Germe_tt_37,à confirmer,UFC/mL,,mesures_qualite_rivieres,val_qual_riv,2,2,0,0,0,0,0,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0194,H_G,HG / Hg,,à confirmer,,,mesures_qualite_nappes,val_qual_nap,1,1,0,0,0,8.0000000000000004E-4,8.0000000000000004E-4,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_MISSING,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0195,H_G,HG / Hg,,à confirmer,,,mesures_qualite_rivieres,val_qual_riv,153,153,0,0,0,0,44.1,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_MISSING,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0196,H_G,HG / Hg,,à confirmer,,,suivi_qualite_sebou_jr,val_qual_sebou_jr,4572,4572,0,0,0,0,nan,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_MISSING,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0197,H2S,H2S,H2S,à confirmer,mg/L,,mesures_qualite_nappes,val_qual_nap,2,2,0,0,0,14.8,16,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0198,H2S,H2S,H2S,à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,2,2,0,0,0,0,0,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0199,hauteur,Hauteur,hauteur | hauteur_m,à confirmer,m,,barrages_abhs,hauteur,34,33,1,0,0,0,112,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,HORS_PERIMETRE,REJECT_FROM_MIGRATION,hors périmètre migration des mesures,,,
MIG-0200,hauteur_m,Hauteur,hauteur | hauteur_m,m,m,,bathymetries_barrages_abhs,hauteur_m,62359,62359,0,0,0,94.5,765,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0201,HCO,HCO3-,HCO | HCO3 | HCO3- | HCT,à confirmer,mg/L,,mesures_qualite_nappes,val_qual_nap,1,1,0,0,0,259.3,259.3,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0202,HCO,HCO3-,HCO | HCO3 | HCO3- | HCT,à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,2,2,0,0,0,195,366,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0203,HCO3,HCO3-,HCO | HCO3 | HCO3- | HCT,à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,32,32,0,0,0,133,839,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0204,HCO3,HCO3-,HCO | HCO3 | HCO3- | HCT,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,89,89,0,0,0,17.100000000000001,969,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0205,HCO3-,HCO3-,HCO | HCO3 | HCO3- | HCT,mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,128,128,0,0,0,0,878.8,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
